# 
# ## Query file name:  
# GeneProduct-IDs.txt
# 
# ## DATA version:  
# RegulonDB v10.7	 ECOCYC: v23.5
# 
# ## File creation date:  
# [2020-06-30]
# 
# ## Dataset description:
# Information about Gene and IDs from Ecocyc and GenBank
#
# ## Columns description:  
# - REGULONDB_ID:    RegulonDB Gene Identifier
# - ECOCYC_ID :      Ecocyc Gene Identifier
# - BNUMBER  :       GenBank Identifier / Locus tag
# - GENE_NAME :      Gene name
# - GENE_SYNONYMS:   Gene synonyms
# - GENE_POSLEFT:    Absolute genome left position of the gene
# - GENE_POSRIGHT:   Absolute genome right position of the gene
# - GENE_STRAND:     Genome orientation [forward, reverse]
# - GENE_TYPE:       Type of the gene [ gene, pseudo gene, phantom gene]
# - PRODUCT_ID:    RegulonDB Identifier
# - PRODUCT_NAME:  Product name
# - PRODUCT_SYNONYMS:Product synonyms 
# - PRODUCT_TYPE:    Product type [tRNA, small RNA, ]
#
# ## Data file summary:  
#
#  The totals and the unix commands using this data file is indicated.
#
#   Data File lines: 4739         ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | wc -l ```
# 
#
#  GENES:
#  ------------
#   Total of genes:        4739   ```grep -v '^#' GeneProduct-IDs.txt | cut -f1 | grep ECK12 | wc -l```
#   Genes without Ecocyc ID: 29   ```grep -v '^#' GeneProduct-IDs.txt | cut -f2 | grep -e  "-$" | wc -l```
#   Genes without bnumber:   84   ```grep -v '^#' GeneProduct-IDs.txt | cut -f3 | grep -e  "-$" | wc -l```
#   Gene Type Totals     :        ```grep -v '^#' GeneProduct-IDs.txt | cut -f9 | sort | uniq -c```
#        Genes           4532  
#        Phantom Gene      61
#        Pseudo Gene      146
#   Genes with more than one product: 
#   ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | cut -f1 | sort | uniq -c | sort -nr | cut -c1-5 | sort | uniq -c```
#        4726    1     4725 genes with 1 product  ( 94 of them have not product)
#           7    2        7 genes with 2 products
#   Genes without product: 94
#    ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | perl -ne 'chomp; @F=split(/\t/,$_); if ($F[9] eq "-") { print "$F[0] $F[3] $F[8] $F[9]\n";} ' |wc```
#
# PRODUCTS:
# -------------- 
#   small RNA genes: 120 
#     ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | perl -ne 'chomp; @F=split(/\t/,$_); if ($F[12] eq "small RNA") { print "$F[0]\t$F[3]\t$F[12]\n";} |wc’```
#
#
# ## Comments:
# [Details to consider about the data]
# 
#  * Some genes have no Ecocyc-ID because they come from RegulonDB collaborators curation
#  * Some genes have no BNumber because the genes reported in the papers are not included in the Genbank File
#  * Some genes have more than one product
#  * The small RNA from the RegulonDB collaborator are marked as “small RNA” in the product type
#
# REGULONDB_ID	ECOCYC_ID	BNUMBER	GENE_NAME	GENE_SYNONYMS	GENE_POSLEFT	GENE_POSRIGHT	GENE_STRAND	GENE_TYPE	PRODUCT_ID	PRODUCT_NAME	PRODUCT_SYNONYMS	PRODUCT_TYPE
ECK120002266	|EG12404|	b1219	ychN	ECK1213,EG12404,b1219	1273246	1273599	reverse	 	ECK120006741	DsrE/F sulfur relay family protein YchN	YchN	 
ECK120002267	|EG12405|	b1220	ychO	ECK1214,EG12405,b1220,ychP	1273784	1275178	forward	 	ECK120006742	putative invasin YchO	YchO,YchP	 
ECK120000636	|EG10643|	b1221	narL	ECK1215,EG10643,b1221,frdR,narR	1275179	1275829	reverse	 	ECK120005112	DNA-binding transcriptional dual regulator NarL	FrdR,NarL,NarR,nitrate/nitrite response regulator NarL	 
ECK120000639	|EG10646|	b1222	narX	ECK1216,EG10646,b1222,frd1,frdR,narR	1275822	1277618	reverse	 	ECK120005115	sensory histidine kinase NarX	FrdR,NarR,NarX	 
ECK125203398	-	-	nc3	 	1276858	1276937	forward	 	ECK125203399	Nc3	 	small RNA
ECK120000635	|EG10642|	b1223	narK	ECK1217,EG10642,b1223	1277957	1279348	forward	 	ECK120005111	nitrate:nitrite antiporter NarK	NarK,NarK MFS nitrite transporter	 
ECK120000631	|EG10638|	b1224	narG	ECK1218,EG10638,b1224,chlC,narC	1279864	1283607	forward	 	ECK120005107	nitrate reductase A subunit &alpha;	ChlC,NarC,NarG	 
ECK120000632	|EG10639|	b1225	narH	ECK1219,EG10639,b1225,chlC	1283604	1285142	forward	 	ECK120005108	nitrate reductase A subunit &beta;	ChlC,NarH	 
ECK120000634	|EG10641|	b1226	narJ	ECK1220,EG10641,b1226	1285139	1285849	forward	 	ECK120005110	nitrate reductase 1 molybdenum cofactor assembly chaperone	NarJ,molybdenum cofactor assembly chaperone subunit (&delta; subunit) of nitrate reductase 1	 
ECK120000633	|EG10640|	b1227	narI	ECK1221,EG10640,b1227,chlI	1285849	1286526	forward	 	ECK120005109	nitrate reductase A subunit &gamma;	ChlI,NarI	 
ECK120003226	|G6631|	b1228	ychS	ECK1222,G6631,b1228	1286709	1286984	forward	 	ECK120007685	putative uncharacterized protein YchS	YchS	 
ECK120002661	|G0-9609|	b4425	rttR	ECK1223,G0-9609,b4425,rtT	1287066	1287236	reverse	 	ECK120007135	RtT	rttR,small RNA RttR,small RNA processed from <i>tyrT</i> transcript	small RNA
ECK120001005	|EG11016|	b1229	tpr	ECK1224,EG11016,b1229	1287087	1287176	reverse	 	ECK120005481	protamine-like protein	Tpr	 
ECK120002550	|EG30108|	b1230	tyrV	ECK1225,EG30108,b1230,tyrTbeta	1287244	1287328	reverse	 	ECK120007024	tRNA-Tyr(GUA)	tRNA<sup>tyrV</sup>	tRNAs
ECK120002548	|EG30106|	b1231	tyrT	ECK1226,EG30106,Su-3,Su-4,b1231,su(c),suIII,supC,supFsupO,tyrTalpha	1287538	1287622	reverse	 	ECK120007022	tRNA-Tyr(GUA)	tRNA<sup>tyrT</sup>	tRNAs
ECK120001751	|EG11819|	b1232	purU	ECK1227,EG11819,b1232,tgs,ychI	1287782	1288624	reverse	 	ECK120006227	formyltetrahydrofolate deformylase	PurU,Tgs,YchI	 
ECK120002022	|EG12119|	b1233	ychJ	ECK1228,EG12119,b1233	1288674	1289132	reverse	 	ECK120006498	NTF2-like domain-containing protein YchJ	YchJ	 
ECK120002023	|EG12120|	b1234	rssA	ECK1229,EG12120,b1234,ychK	1289245	1290150	forward	 	ECK120006499	putative patatin-like phospholipase RssA	RssA,YchK	 
ECK120002024	|EG12121|	b1235	rssB	ECK1230,EG12121,b1235,hnr,sprE,ychL	1290242	1291255	forward	 	ECK120006500	regulator of RpoS	Hnr,RssB,SprE,YchL	 
ECK120001290	|EG11319|	b1236	galU	ECK1231,EG11319,b1236,ychD	1291457	1292365	forward	 	ECK120005766	UTP&mdash;glucose-1-phosphate uridylyltransferase	GalU,YchD	 
ECK120000450	|EG10457|	b1237	hns	B1,ECK1232,EG10457,H1,b1237,bglY,cur,drc,drdX,drs,fimG,hnsA,irk,msyA,osmZ,pilG,topS,topX,virR	1292509	1292922	reverse	 	ECK120004926	DNA-binding transcriptional dual regulator H-NS	BglY,Cur,DNA-binding protein HLP-II (HU, BH2, HD, NS),Drc,DrdX,Drs,FimG,H-NS,Hns,HnsA,Irk,MsyA,OsmZ,PilG,TopS,TopX,VirR	 
ECK120000983	|EG10994|	b1238	tdk	ECK1233,EG10994,b1238	1293527	1294144	forward	 	ECK120005459	thymidine/deoxyuridine kinase	Tdk	 
ECK120003227	|G6632|	b4573	insZ	ECK1234,G6632,b1239,b1240,b4573,ychG	1294426	1295322	reverse	Pseudo Gene	ECK120007686	putative transposase InsZ	 	 
ECK120000028	|EG10031|	b1241	adhE	ECK1235,EG10031,adhC,ana,b1241	1295446	1298121	reverse	 	ECK120004504	aldehyde/alcohol dehydrogenase AdhE	AdhC,AdhE,Ana	 
ECK125286396	|G0-17017|	b4771	ychT	ECK4627,G0-17017,b4771	1298514	1298567	forward	 	ECK125286456	protein YchT	YchT	 
ECK120001313	|EG11342|	b1242	ychE	ECK1236,EG11342,b1242	1298598	1299245	forward	 	ECK120005789	putative inner membrane protein	YchE	 
ECK125121991	-	-	oppA5'	 	1298697	1298951	forward	 	ECK125122016	OppA5'	""ig:771,RNA0-359""	small RNA
ECK125229292	|G0-16639|	b4711	insH21	ECK4568,G0-16639,b4711	1299531	1300547	forward	 	ECK125229299	IS5 transposase and trans-activator	InsH21	 
ECK120000667	|EG10674|	b1243	oppA	ECK1237,EG10674,b1243	1301182	1302813	forward	 	ECK120005143	oligopeptide ABC transporter periplasmic binding protein	OppA	 
ECK120000668	|EG10675|	b1244	oppB	ECK1238,EG10675,b1244	1302899	1303819	forward	 	ECK120005144	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB	OppB	 
ECK120000669	|EG10676|	b1245	oppC	ECK1239,EG10676,b1245	1303834	1304742	forward	 	ECK120005145	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC	OppC	 
ECK120000670	|EG10677|	b1246	oppD	ECK1240,EG10677,b1246	1304754	1305767	forward	 	ECK120005146	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppD	OppD	 
ECK120000671	|EG10678|	b1247	oppF	ECK1241,EG10678,b1247	1305764	1306768	forward	 	ECK120005147	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppF	OppF	 
ECK120003228	|G6633|	b1248	yciU	ECK1242,G6633,b1248	1306821	1307150	reverse	 	ECK120007687	DUF440 domain-containing protein YciU	YciU	 
ECK120001556	|EG11608|	b1249	clsA	ECK1243,EG11608,b1249,cls,nov,yciJ	1307185	1308645	reverse	 	ECK120006032	cardiolipin synthase A	Cls,ClsA,Nov,YciJ,cardiolipin synthase 1	 
ECK120002602	|G0-8891|	b4595	yciY	ECK4405,G0-8891,b4595	1308788	1308961	forward	 	ECK120007076	uncharacterized protein YciY	YciY	 
ECK120001554	|EG11606|	b1250	kch	ECK1244,EG11606,b1250	1309016	1310269	reverse	 	ECK120006030	K<sup>+</sup> channel Kch	Kch	 
ECK120001555	|EG11607|	b1251	yciI	ECK1245,EG11607,b1251	1310569	1310865	reverse	 	ECK120006031	protein YciI	YciI	 
ECK120001001	|EG11012|	b1252	tonB	ECK1246,EG11012,T1rec,b1252,exbA	1311089	1311808	forward	 	ECK120005477	Ton complex subunit TonB	ExbA,TonB	 
ECK120001105	|EG11121|	b1253	yciA	ECK1247,EG11121,b1253	1311848	1312246	reverse	 	ECK120005581	acyl-CoA thioesterase YciA	YciA	 
ECK120001106	|EG11122|	b1254	yciB	ECK1248,EG11122,b1254	1312351	1312890	reverse	 	ECK120005582	inner membrane protein	YciB	 
ECK120001107	|EG11123|	b1255	yciC	ECK1249,EG11123,b1255	1312920	1313663	reverse	 	ECK120005583	putative inner membrane protein	YciC	 
ECK120001108	|EG11124|	b1256	ompW	ECK1250,EG11124,b1256,yciD	1314020	1314658	forward	 	ECK120005584	outer membrane protein W	OmpW,YciD	 
ECK120001109	|EG11125|	b1257	yciE	ECK1251,EG11125,b1257	1314718	1315224	reverse	 	ECK120005585	DUF892 domain-containing protein YciE	YciE	 
ECK120001110	|EG11126|	b1258	yciF	ECK1252,EG11126,b1258	1315270	1315770	reverse	 	ECK120005586	DUF892 domain-containing protein YciF	YciF	 
ECK120001111	|EG11127|	b1259	yciG	ECK1253,EG11127,b1259	1315856	1316035	reverse	 	ECK120005587	stress-induced bacterial acidophilic repeat motifs-containing protein YciG	YciG	 
ECK120001013	|EG11024|	b1260	trpA	ECK1254,EG11024,b1260,try,tryp	1316416	1317222	reverse	 	ECK120005489	tryptophan synthase subunit &alpha;	&alpha; subunit,A protein,TSase &alpha;,TrpA,Try	 
ECK120001014	|EG11025|	b1261	trpB	ECK1255,EG11025,b1261	1317222	1318415	reverse	 	ECK120005490	tryptophan synthase subunit &beta;	&beta; subunit,TrpB	 
ECK120001015	|EG11026|	b1262	trpC	ECK1256,EG11026,b1262,trpCF,trpF	1318427	1319788	reverse	 	ECK120005491	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	TrpC,TrpF	 
ECK120001016	|EG11027|	b1263	trpD	ECK1257,EG11027,b1263,trpGD	1319789	1321384	reverse	 	ECK120005492	anthranilate synthase subunit TrpD	TrpD,TrpGD,anthranilate synthase component II	 
ECK120001017	|EG11028|	b1264	trpE	ECK1258,EG11028,anth,b1264,tryD,tryp-4	1321384	1322946	reverse	 	ECK120005493	anthranilate synthase subunit TrpE	&alpha; subunit,TrpE,TryD,anthranilate synthase component I	 
ECK120001248	|EG11274|	b1265	trpL	ECK1259,EG11274,b1265,trpEE	1323038	1323082	reverse	 	ECK120005724	<i>trp</i> operon leader peptide	TrpL	 
ECK120003229	|G6634|	b1266	yciV	ECK1260,G6634,b1266,trpH	1323220	1324101	forward	 	ECK120007688	RNA/ssDNA 5'&rarr;3' exonuclease	RNase AM,TrpH,YciV	 
ECK120003230	|G6635|	b1267	yciO	ECK1261,G6635,b1267	1324098	1324718	forward	 	ECK120007689	putative RNA-binding protein YciO	YciO	 
ECK120003231	|G6636|	b1268	yciQ	ECK1262,G6636,b1268,yciP	1324746	1326641	forward	 	ECK120007690	DUF2207 domain-containing protein YciQ	YciP,YciQ	 
ECK120002288	|EG12433|	b1269	rluB	ECK1263,EG12433,b1269,yciL	1326852	1327727	forward	 	ECK120006763	23S rRNA pseudouridine<sup>2605</sup> synthase	RluB,YciL,ribosomal large subunit pseudouridine synthase B	 
ECK120000126	|EG10130|	b1270	btuR	ECK1264,EG10130,b1270,cobA	1327767	1328357	reverse	 	ECK120004602	cobinamide/cobalamin adenosyltransferase	BtuR,CobA	 
ECK120001695	|EG11759|	b1271	yciK	ECK1265,EG11759,b1271	1328354	1329112	reverse	 	ECK120006171	putative oxidoreductase	YciK	 
ECK120000945	|EG10956|	b1272	sohB	ECK1266,EG10956,b1272	1329332	1330381	forward	 	ECK120005421	S49 peptidase family protein	SohB	 
ECK120002411	|EG12868|	b1273	yciN	ECK1267,EG12868,b1273	1330417	1330668	reverse	 	ECK120006886	protein YciN	YciN	 
ECK120001002	|EG11013|	b1274	topA	ECK1268,EG11013,b1274,supX	1331048	1333645	forward	 	ECK120005478	DNA topoisomerase 1	DNA topoisomerase I (&omega; protein),SupX,TopA,Topo I	 
ECK120000179	|EG10184|	b1275	cysB	ECK1269,EG10184,b1275	1333855	1334829	forward	 	ECK120004655	DNA-binding transcriptional dual regulator CysB	CysB,positive transcriptional regulator for cysteine regulon	 
ECK120016922	|G0-10512|	b4522	ymiA	ECK4433,G0-10512,b4522,yciX_1	1335148	1335288	forward	 	ECK120048871	uncharacterized protein YmiA	YmiA	 
ECK120016923	|G0-10513|	b4523	yciX	ECK1270,G0-10513,b4523,yciX_2	1335291	1335458	forward	 	ECK120048872	uncharacterized protein YciX	YciX	 
ECK125276518	|G0-16736|	b4741	ymiC	ECK4598,G0-16736,b4741	1335572	1335667	forward	 	ECK125276539	protein YmiC	YmiC	 
ECK120001296	|EG11325|	b1276	acnA	ECK1271,EG11325,acn,b1276	1335831	1338506	forward	 	ECK120005772	aconitate hydratase 1	Acn,AcnA	 
ECK120001302	|EG11331|	b1277	ribA	ECK1272,EG11331,b1277	1338570	1339160	reverse	 	ECK120005778	GTP cyclohydrolase 2	GTP cyclohydrolase II,RibA	 
ECK120000697	|EG10705|	b1278	pgpB	ECK1273,EG10705,b1278	1339330	1340094	forward	 	ECK120005173	phosphatidylglycerophosphatase B	PgpB	 
ECK120003232	|G6637|	b1279	lapA	ECK1274,G6637,b1279,yciS	1340243	1340551	forward	 	ECK120007691	lipopolysaccharide assembly protein A	LapA,YciS	 
ECK120002356	|EG12691|	b1280	lapB	ECK1275,EG12691,b1280,yciM	1340558	1341727	forward	 	ECK120006831	lipopolysaccharide assembly protein B	LapB,YciM	 
ECK120000800	|EG10809|	b1281	pyrF	ECK1276,EG10809,b1281	1341921	1342658	forward	 	ECK120005276	orotidine-5'-phosphate decarboxylase	PyrF	 
ECK120001112	|EG11128|	b1282	yciH	ECK1277,EG11128,b1282	1342658	1342984	forward	 	ECK120005588	putative translation factor	YciH	 
ECK120000672	|EG10679|	b1283	osmB	ECK1278,EG10679,b1283	1343110	1343328	reverse	 	ECK120005148	osmotically-inducible lipoprotein OsmB	OsmB	 
ECK120003233	|G6638|	b1284	yciT	ECK1279,G6638,b1284,deoT	1343597	1344346	reverse	 	ECK120007692	putative DNA-binding transcriptional regulator YciT	DeoT,YciT	 
ECK120030075	|G0-10591|	b4596	yciZ	ECK4406,G0-10591,b4596,deoL	1344436	1344609	reverse	 	ECK120030102	UPF0509 protein YciZ	DeoL,YciZ	 
ECK125286407	|G0-17018|	b4772	ymiD	ECK4629,G0-17018,b4772	1344647	1344775	forward	 	ECK125286431	protein YmiD	YmiD	 
ECK120003234	|G6639|	b1285	pdeR	ECK1280,G6639,b1285,gmr,yciR	1344757	1346742	reverse	 	ECK120007693	cyclic di-GMP phosphodiesterase PdeR	Gmr,PdeR,YciR	 
ECK125240986	|G0-16673|	b4672	ymiB	ECK4487,G0-16673,b4672	1346796	1346900	forward	 	ECK125240993	putative protein YmiB	YmiB	 
ECK120001568	|EG11620|	b1286	rnb	ECK1281,EG11620,b1286	1346978	1348912	reverse	 	ECK120006044	RNase II	Rnb,exoribonuclease 2,exoribonuclease II,ribonuclease II	 
ECK120003235	|G6640|	b1287	yciW	ECK1282,G6640,b1287	1348980	1350107	reverse	 	ECK120007694	putative oxidoreductase	YciW	 
ECK120001482	|EG11528|	b1288	fabI	ECK1283,EG11528,b1288,envM,gts,qmeA	1350251	1351039	reverse	 	ECK120005958	enoyl-[acyl-carrier-protein] reductase	EnvM,FabI,Gts,QmeA	 
ECK125203386	-	-	nc7	 	1351101	1351291	forward	 	ECK125203387	Nc7	 	small RNA
ECK120003236	|G6641|	b1289	ycjD	ECK1284,G6641,b1289	1351407	1351760	reverse	 	ECK120007695	DUF559 domain-containing protein YcjD	YcjD	 
ECK120002184	|EG12305|	b1290	sapF	ECK1285,EG12305,b1290	1351828	1352634	reverse	 	ECK120006659	putrescine ABC exporter ATP binding protein SapF	SapF	 
ECK120002183	|EG12304|	b1291	sapD	ECK1286,EG12304,b1291,trkE	1352636	1353628	reverse	 	ECK120006658	putrescine ABC exporter ATP binding protein SapD	SapD,TrkE	 
ECK120002674	|G2000|	b1292	sapC	ECK1287,G2000,b1292	1353628	1354518	reverse	 	ECK120007148	putrescine ABC exporter membrane protein SapC	SapC	 
ECK120002675	|G2001|	b1293	sapB	ECK1288,G2001,b1293	1354505	1355470	reverse	 	ECK120007149	putrescine ABC exporter membrane subunit SapB	SapB	 
ECK120002676	|G2002|	b1294	sapA	ECK1289,G2002,b1294	1355467	1357110	reverse	 	ECK120007150	putative periplasmic binding protein SapA	SapA	 
ECK120003237	|G6642|	b1295	ymjA	ECK1290,G6642,b1295	1357423	1357668	reverse	 	ECK120007696	DUF2543 domain-containing protein YmjA	YmjA	 
ECK120003238	|G6643|	b1296	puuP	ECK1291,G6643,b1296,ycjJ	1357802	1359187	reverse	 	ECK120007697	putrescine:H<sup>+</sup> symporter PuuP	PuuP,YcjJ	 
ECK125276527	|G0-16737|	b4742	ymjE	ECK4599,G0-16737,b4742	1359177	1359341	reverse	 	ECK125276591	protein YmjE	YmjE	 
ECK120003239	|G6644|	b1297	puuA	ECK1292,G6644,b1297,ycjK	1359490	1360908	reverse	 	ECK120007698	glutamate-putrescine ligase	PuuA,YcjK	 
ECK120003240	|G6645|	b1298	puuD	ECK1293,G6645,b1298,ycjL	1361120	1361884	forward	 	ECK120007699	&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase	PuuD,YcjL	 
ECK120002286	|EG12431|	b1299	puuR	ECK1294,EG12431,b1299,ycjC	1361911	1362468	forward	 	ECK120006761	DNA-binding transcriptional repressor PuuR	PuuR,YcjC	 
ECK120000033	|EG10036|	b1300	puuC	ECK1295,EG10036,aldH,b1300	1362743	1364230	forward	 	ECK120004509	&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase	AldH,PuuC	 
ECK120001754	|EG11822|	b1301	puuB	ECK1296,EG11822,b1301,ordL,ycjA	1364232	1365512	forward	 	ECK120006230	&gamma;-glutamylputrescine oxidase	OrdL,PuuB,YcjA	 
ECK120003241	|G6646|	b1302	puuE	ECK1297,G6646,b1302,goaG	1365550	1366815	forward	 	ECK120007700	4-aminobutyrate aminotransferase PuuE	GoaG,PuuE	 
ECK120002219	|EG12344|	b1303	pspF	ECK1298,EG12344,b1303,ycjB	1366935	1367912	reverse	 	ECK120006694	DNA-binding transcriptional dual regulator PspF	PspF,YcjB	 
ECK120000767	|EG10776|	b1304	pspA	ECK1299,EG10776,b1304,cog	1368079	1368747	forward	 	ECK120005243	phage shock protein A	Cog,PspA,regulatory protein for the phage shock operon, protects membrane integrity	 
ECK120000768	|EG10777|	b1305	pspB	ECK1300,EG10777,b1305	1368801	1369025	forward	 	ECK120005244	phage shock protein B	PspB,phage shock protein B / antitoxin of a putative PspC-PspB toxin-antitoxin pair	 
ECK120000769	|EG10778|	b1306	pspC	ECK1301,EG10778,b1306	1369025	1369384	forward	 	ECK120005245	phage shock protein C	PspC	 
ECK120000770	|EG10779|	b1307	pspD	ECK1302,EG10779,b1307	1369393	1369614	forward	 	ECK120005246	phage shock protein D	PspD	 
ECK120000771	|EG10780|	b1308	pspE	ECK1303,EG10780,b1308	1369689	1370003	forward	 	ECK120005247	thiosulfate sulfurtransferase PspE	PspE	 
ECK120003242	|G6647|	b1309	ycjM	ECK1304,G6647,b1309,ggaP	1370216	1371895	forward	 	ECK120007701	glucosylglycerate phosphorylase	&alpha;-amylase catalytic domain family protein YcjM,GgaP,YcjM,putative glucosyltransferase	 
ECK120003243	|G6648|	b1310	ycjN	ECK1305,G6648,b1310	1371909	1373201	forward	 	ECK120007702	putative ABC transporter periplasmic binding protein YcjN	YcjN	 
ECK120003244	|G6649|	b1311	ycjO	ECK1306,G6649,b1311	1373222	1374103	forward	 	ECK120007703	putative ABC transporter membrane subunit YcjO	YcjO	 
ECK120003245	|G6650|	b1312	ycjP	ECK1307,G6650,b1312	1374090	1374932	forward	 	ECK120007704	putative ABC transporter membrane subunit YcjP	YcjP	 
ECK120003246	|G6651|	b1313	ycjQ	ECK1308,G6651,b1313	1374963	1376015	forward	 	ECK120007705	D-guloside 3-dehydrogenase	YcjQ,putative oxidoreductase, Zn-dependent and NAD(P)-binding,putative zinc-binding dehydrogenase YcjQ	 
ECK120003247	|G6652|	b1314	ycjR	ECK1309,G6652,b1314,dte	1376034	1376822	forward	 	ECK120007706	3-dehydro-D-guloside 4-epimerase	3-ketohexose 4-epimerase,Dte,YcjR,putative ketohexose-3-epimerase YcjR	 
ECK120003248	|G6653|	b1315	ycjS	ECK1310,G6653,b1315	1376832	1377887	forward	 	ECK120007707	D-glucoside 3-dehydrogenase	YcjS	 
ECK120003249	|G6654|	b1316	ycjT	ECK1311,G6654,b1316	1377884	1380151	forward	 	ECK120007708	kojibiose phosphorylase	YcjT	 
ECK120003250	|G6655|	b1317	ycjU	ECK1312,G6655,b1317,pgmB	1380148	1380807	forward	 	ECK120007709	&beta;-phosphoglucomutase	PgmB,YcjU	 
ECK120003251	|G6656|	b1318	ycjV	ECK1313,G6656,b1318	1380821	1381789	forward	Pseudo Gene	ECK120007710	putative ABC transporter ATP-binding protein YcjV	 	 
ECK120016297	|G0-10445|	b4524	ymjB	ECK1314,G0-10445,b4524	1381789	1381902	forward	Pseudo Gene	ECK120016370	hypothetical protein YmjB	 	 
ECK120003252	|G6657|	b1319	ompG	ECK1315,G6657,b1319	1381947	1382852	forward	 	ECK120007711	outer membrane porin G	OmpG	 
ECK120003253	|G6658|	b1320	ycjW	ECK1316,G6658,b1320	1382963	1383961	reverse	 	ECK120007712	DNA-binding transcriptional repressor YcjW	YcjW,putative LacI-type DNA-binding transcriptional regulator YcjW	 
ECK120003254	|G6659|	b1321	ycjX	ECK1317,G6659,b1321	1384117	1385514	forward	 	ECK120007713	DUF463 domain-containing protein YcjX	YcjX	 
ECK120002412	|EG12870|	b1322	ycjF	ECK1318,EG12870,b1322	1385511	1386572	forward	 	ECK120006887	DUF697 domain-containing inner membrane protein YcjF	YcjF	 
ECK120001031	|EG11042|	b1323	tyrR	ECK1319,EG11042,b1323	1386720	1388261	forward	 	ECK120005507	DNA-binding transcriptional dual regulator TyrR	TyrR	 
ECK120003255	|G6660|	b1324	tpx	ECK1320,G6660,b1324,yzzJ	1388305	1388811	reverse	 	ECK120007714	lipid hydroperoxide peroxidase	Tpx,YzzJ,p20,scavengase,scavengase p20,thiol peroxidase	 
ECK120003256	|G6661|	b1325	ycjG	ECK1321,G6661,b1325,ycjH	1388930	1389895	forward	 	ECK120007715	L-Ala-D/L-Glu epimerase	YcjG,YcjH	 
ECK120003257	|G6662|	b1326	mpaA	ECK1322,G6662,b1326,ycjI	1389870	1390598	reverse	 	ECK120007716	murein tripeptide amidase A	MpaA,YcjI	 
ECK120016298	|G0-10446|	b4525	ymjC	ECK1323,G0-10446,b4525	1390680	1390862	reverse	 	ECK120016371	putative uncharacterized protein YmjC	YmjC	 
ECK120048857	|G0-10645|	b4673	ymjD	ECK4488,G0-10645,b4673	1390868	1390933	reverse	 	ECK120048877	uncharacterized protein YmjD	YmjD	 
ECK120003258	|G6663|	b1327	ycjY	ECK1324,G6663,b1327	1390933	1391853	reverse	 	ECK120007717	putative hydrolase YcjY	YcjY	 
ECK120003259	|G6664|	b1328	pgrR	ECK1325,G6664,b1328,ycjZ	1391991	1392890	forward	 	ECK120007718	DNA-binding transcriptional repressor PgrR	PgrR,YcjZ	 
ECK120003260	|G6665|	b1329	mppA	ECK1326,G6665,b1329,ynaH	1393227	1394840	forward	 	ECK120007719	murein tripeptide ABC transporter periplasmic binding protein	MppA,YnaH	 
ECK120003261	|G6666|	b1330	ynaI	ECK1327,G6666,b1330	1394891	1395922	reverse	 	ECK120007720	small conductance mechanosensitive channel YnaI	YnaI	 
ECK120003262	|G6667|	b1331	insH-4	ECK0261,G6667,b1331,trs5-4,yi52_4	1396076	1397092	forward	 	ECK125141536	IS5 transposase and trans-activator	InsH-4	 
ECK120003263	|G6668|	b1332	ynaJ	ECK1328,G6668,b1332	1397365	1397622	forward	 	ECK120007721	DUF2534 domain-containing protein YnaJ	YnaJ	 
ECK120001222	|EG11246|	b1333	uspE	ECK1329,EG11246,b1333,ydaA	1397672	1398622	reverse	 	ECK120005698	universal stress protein with a role cellular motility	UspE,YdaA	 
ECK120000319	|EG10325|	b1334	fnr	ECK1330,EG10325,b1334,nirA,nirR,ossA,oxrA	1398774	1399526	reverse	 	ECK120004795	DNA-binding transcriptional dual regulator FNR	Fnr,NirA,NirR,OssA,OxrA	 
ECK120000661	|EG10668|	b1335	ogt	ECK1331,EG10668,b1335	1399721	1400236	reverse	 	ECK120005137	methylated-DNA&mdash;[protein]-cysteine <i>S</i>-methyltransferase	MTase II,O-6-alkylguanine-DNA/Cysteine-protein-methyltransferase,O6AG ATase,O<sup>6</sup>-alkylguanine-DNA-alkyltransferase,Ogt	 
ECK120002401	|EG12853|	b1336	abgT	ECK1332,EG12853,b1336,ydaH	1400247	1401773	reverse	 	ECK120006876	<i>p</i>-aminobenzoyl glutamate:H<sup>+</sup> symporter	AbgT,YdaH	 
ECK120003264	|G6669|	b1337	abgB	ECK1333,G6669,b1337,ydaI	1401810	1403255	reverse	 	ECK120007722	<i>p</i>-aminobenzoyl-glutamate hydrolase subunit B	AbgB,YdaI	 
ECK120003265	|G6670|	b1338	abgA	ECK1334,G6670,b1338,ydaJ	1403255	1404565	reverse	 	ECK120007723	<i>p</i>-aminobenzoyl-glutamate hydrolase subunit A	AbgA,YdaJ	 
